company;sector;horizon (days);amount;date_BUY_fix;date_SELL_fix;price_BUY;price_SELL;Volatility_Buy;Volatility_sell;Sharpe Ratio;expected_return (yearly);inflation;nominal_return;investment;ESG_ranking;PE_ratio;EPS_ratio;PS_ratio;PB_ratio;NetProfitMargin_ratio;current_ratio;roa_ratio;roe_ratio
JPM;BANK;420;2000;18/12/2013;11/2/2015;46.813.140.869.140.600;4.933.375.549.316.400;0.1932685495149903;0.19271346624048677;0.1932685495149903;0.17497512762710327;1.41;0.05384416805250158;BAD;27.9;11.07;4.32;1.71;0.85;15.51;0.95;0.68;7.94
KO;FMCG;10;1000;22/11/2016;2/12/2016;35.953.216.552.734.300;3.537.199.401.855.460;0.1463854583167359;0.14786254409006144;0.1463854583167359;0.0017647985151144;-0.2;-0.016166078863268867;BAD;25.1;22.29;1.65;3.8;6.04;16.99;1.37;7.81;27.75
BAC;BANK;720;1000;13/12/2013;3/12/2015;13.493.532.180.786.100;15.678.959.846.496.500;0.24294455207071805;0.2503316631098008;0.24294455207071805;0.37302346707119594;1.41;0.16196112599948803;BAD;26.3;13.71;1.01;1.55;0.63;9.91;0.96;0.47;4.32
AXP;BANK;20;15000;25/11/2013;16/12/2013;7.577.578.735.351.560;7.571.308.135.986.320;0.18162736603506457;0.1797328822200839;0.18162736603506457;0.008067500247715685;1.41;-0.0008275201860958888;BAD;19.8;15.95;4.23;2.16;3.76;13.38;2.14;3.03;24.24
BBY;RETAIL;20;1500;23/2/2018;15/3/2018;6.752.015.686.035.150;63.662.925.720.214.800;0.36294574476288427;0.3598056426912972;0.36294574476288427;0.01437251773732825;1.68;-0.0571271057339874;BAD;12.0;20.53;3.28;0.49;5.28;2.37;1.26;7.38;24.08
SC;BANK;90;50;14/11/2016;13/2/2017;12.441.343.307.495.100;12.691.060.066.223.100;0.540240454837538;0.47965814948188357;0.540240454837538;0.0028330644795503948;-0.2;0.020071527049461683;GOOD;26.9;5.17;2.13;0.56;0.77;9.77;0.91;1.81;14.4
DB;BANK;60;1500;15/8/2014;14/10/2014;30.868.255.615.234.300;29.527.786.254.882.800;0.23129180368544472;0.22506966928414565;0.23129180368544472;-0.02316680380459822;-0.15;-0.04342549760699799;BAD;30.0;0.0;-0.07;0.65;0.5;0.14;0.74;0.0;0.1
BBY;RETAIL;40;15000;24/11/2014;2/1/2015;3.205.741.882.324.210;32.133.628.845.214.800;0.47871513240225816;0.4811927106384905;0.47871513240225816;0.0287450354746565;-0.15;0.0023772975108464645;GOOD;12.0;9.82;2.86;0.25;2.15;2.6;1.4;6.94;23.0
M;RETAIL;15;400;21/6/2018;6/7/2018;3.410.401.916.503.900;3.199.637.222.290.030;0.4136068344451032;0.41629220745787454;0.4136068344451032;0.00035675914490048224;1.68;-0.06180054415109164;BAD;14.5;5.03;5.26;0.31;1.4;6.3;1.52;8.31;32.14
M;RETAIL;330;15000;4/11/2013;30/9/2014;33.901.668.548.583.900;4.326.859.664.916.990;0.22254550130339248;0.22368749173530997;0.22254550130339248;0.00784870118781061;1.41;0.2762969641792801;BAD;14.5;9.32;3.57;0.47;2.25;5.0;1.33;6.62;24.1
HMC;AUTO;7;50;5/1/2015;12/1/2015;28.979.999.542.236.300;2.940.999.984.741.210;0.18909305331222376;0.18988745100353532;0.18909305331222376;-0.00017587375012595994;-0.5;0.014837829950586637;GOOD;28.5;8.09;3.08;0.38;0.73;4.83;1.23;3.65;9.24
SC;BANK;120;500;27/9/2017;25/1/2018;1.354.723.834.991.450;1.652.845.573.425.290;0.31773502956886623;0.2505995546807322;0.31773502956886623;0.0037774193060671926;1.96;0.22006089413472105;BAD;26.9;7.49;1.86;0.71;0.85;9.41;0.9;1.71;12.02
HOG;AUTO;15;500;23/5/2017;7/6/2017;474.897.346.496.582;4.685.163.116.455.070;0.32275917703305085;0.3231333644097716;0.32275917703305085;0.001831595715431141;1.96;-0.013436661413563289;BAD;16.3;15.39;3.51;1.69;4.74;10.91;1.66;6.16;31.64
M;RETAIL;120;3000;2/6/2014;30/9/2014;441.898.307.800.293;4.326.859.664.916.990;0.23180299807048077;0.22368749173530997;0.23180299807048077;0.002854073159203858;-0.15;-0.02084719752481397;BAD;14.5;10.59;3.95;0.57;2.47;5.37;1.67;6.96;25.26
PEP;FMCG;540;5000;22/6/2015;13/12/2016;8.130.850.219.726.560;9.385.369.873.046.870;0.13289795516698227;0.14067359648530492;0.13289795516698227;0.11747371252766929;-0.5;0.15429132494369102;GOOD;17.6;18.33;4.33;1.84;7.1;9.97;1.07;8.9;35.6
GM;AUTO;180;5000;14/5/2015;10/11/2015;2.795.511.245.727.530;29.392.549.514.770.500;0.2304832817349277;0.2470790968444312;0.2304832817349277;0.02016119317389063;-0.5;0.05141946968347897;GOOD;30.6;14.14;2.14;0.33;1.31;2.35;1.24;2.03;9.12
NVDA;TECH;10;20000;5/8/2015;14/8/2015;1.997.621.726.989.740;22.849.376.678.466.700;0.27910743204996136;0.292074235824591;0.27910743204996136;0.013510059073553009;-0.5;0.14382900274612823;GOOD;12.9;20.41;0.95;2.28;2.5;11.0;5.99;7.42;12.12
M;RETAIL;15;10000;28/10/2014;12/11/2014;4.259.182.357.788.080;4.578.974.914.550.780;0.2301999662150635;0.23714816750535717;0.2301999662150635;0.00035675914490048224;-0.15;0.07508308635293387;GOOD;14.5;10.21;4.17;0.57;2.75;5.53;1.37;7.19;26.27
JPM;BANK;300;5000;30/10/2015;25/8/2016;5.541.871.643.066.400;58.245.513.916.015.600;0.21499046753959458;0.2639833965233096;0.21499046753959458;0.12498223401935947;-0.5;0.05100799273993019;GOOD;27.9;8.91;5.86;1.94;0.78;21.81;1.02;0.88;9.21
BBY;RETAIL;70;2000;10/3/2014;19/5/2014;2.123.068.618.774.410;21.272.628.784.179.600;0.5391668804774645;0.506091434656285;0.5391668804774645;0.05030381208064887;-0.15;0.0019755648058026086;GOOD;12.0;12.51;1.52;0.16;1.65;1.31;1.41;3.75;14.3
GOOG;TECH;80;25000;1/10/2018;20/12/2018;119.531.005.859.375;10.094.099.731.445.300;0.22937067925004112;0.2730740407981529;0.22937067925004112;0.04194595768399584;1.68;-0.15552457214986143;BAD;22.8;44.9;26.58;6.9;4.89;14.45;4.14;8.97;11.64
AMZN;TECH;70;1500;30/6/2015;8/9/2015;4.340.899.963.378.900;5.175.399.780.273.430;0.3193139618413605;0.332560691948268;0.3193139618413605;0.0630551798735536;-0.5;0.19224119973614096;GOOD;27.4;0.0;-0.43;2.11;17.26;-0.2;1.1;-0.38;-1.72
BBY;RETAIL;4;3000;8/9/2017;12/9/2017;50.638.145.446.777.300;5.181.514.358.520.500;0.3706957638645605;0.36966747823403984;0.3706957638645605;0.00287450354746565;1.96;0.02324331051311516;BAD;12.0;14.03;3.79;0.42;3.67;3.0;1.42;8.75;26.9
HOG;AUTO;60;5000;10/10/2013;9/12/2013;53.395.355.224.609.300;56.911.556.243.896.400;0.23896560846426354;0.2168801279830939;0.23896560846426354;0.007326382861724564;1.41;0.06585218891223947;BAD;16.3;16.37;3.24;2.03;4.07;12.41;2.07;7.75;26.74
GM;AUTO;60;10000;27/2/2017;28/4/2017;32.599.727.630.615.200;3.060.930.061.340.330;0.25598901174439803;0.25067371769645475;0.25598901174439803;0.0067203977246302095;1.96;-0.0610565535934924;BAD;30.6;5.08;6.0;0.32;1.04;6.32;0.9;4.42;21.62
NVDA;TECH;10;25000;30/4/2018;10/5/2018;22.317.230.224.609.300;25.813.165.283.203.100;0.42572188497930913;0.3957833875188325;0.42572188497930913;0.013510059073553009;1.68;0.15664735378939437;BAD;12.9;37.17;6.01;12.81;17.57;34.45;8.54;36.1;55.01
BBY;RETAIL;2;50;29/11/2016;1/12/2016;40.822.723.388.671.800;4.067.060.089.111.320;0.3767932552485514;0.37621253885245654;0.3767932552485514;0.001437251773732825;-0.2;-0.0037264171748229583;BAD;12.0;10.47;3.32;0.29;2.55;2.78;1.35;8.12;25.31
OR;FMCG;6;100;26/2/2018;5/3/2018;9.589.428.901.672.360;9.474.928.855.895.990;0.3079901207484296;0.3039527674096986;0.3079901207484296;-0.0010150749741448658;1.68;-0.011940236165304773;BAD;20.5;0.0;-0.17;8.56;1.19;-20.12;12.24;-2.22;-2.73
JPM;BANK;720;50000;26/1/2018;16/1/2020;1.061.971.664.428.710;13.233.763.122.558.500;0.15649944338028027;0.18597504491681813;0.15649944338028027;0.29995736164646275;1.68;0.2461503038009695;BAD;27.9;15.42;6.3;3.04;1.3;19.7;1.02;0.88;8.78
F;AUTO;120;3000;12/9/2018;10/1/2019;8.460.071.563.720.700;7.994.267.463.684.080;0.22157866436315152;0.2854968431998566;0.22157866436315152;-0.003937616048979266;1.68;-0.05505912054386482;BAD;29.7;5.41;1.55;0.21;0.93;3.95;1.21;2.42;17.4
JPM;BANK;360;4000;27/9/2018;23/9/2019;10.565.506.744.384.700;11.298.882.293.701.100;0.19731244829538325;0.21076973345489247;0.19731244829538325;0.14997868082323138;1.68;0.06941224562713684;BAD;27.9;12.9;8.07;2.86;1.34;22.11;1.01;1.08;10.83
UBS;BANK;660;50;22/8/2016;13/6/2018;11.609.640.121.459.900;1.410.867.977.142.330;0.34688732101986364;0.18311097863968012;0.34688732101986364;-0.07141873568789393;-0.2;0.21525556553161393;GOOD;24.8;9.38;1.26;1.2;0.79;12.9;1.15;0.49;8.48
GM;AUTO;2;50;24/3/2014;26/3/2014;2.740.061.378.479.000;2.668.324.851.989.740;0.24629654367167603;0.24717830294217896;0.24629654367167603;0.00022401325748767364;-0.15;-0.026180627577429835;BAD;30.6;14.67;1.83;0.29;1.0;1.94;1.25;1.8;7.46
SC;BANK;5;3000;20/7/2018;25/7/2018;1.724.354.362.487.790;18.016.313.552.856.400;0.2904493620058753;0.2920836571975553;0.2904493620058753;0.00015739247108613303;1.68;0.044815030181128805;BAD;26.9;4.65;3.75;0.87;0.89;18.62;0.87;3.38;20.59
BBY;RETAIL;660;25000;28/11/2014;19/9/2016;3.247.770.690.917.960;34.129.302.978.515.600;0.47916945051385634;0.3604654339108697;0.47916945051385634;0.4742930853318323;-0.15;0.050853222918552814;GOOD;12.0;9.82;2.86;0.25;2.15;2.6;1.4;6.94;23.0
AXP;BANK;80;100;30/12/2016;20/3/2017;693.359.603.881.836;7.411.524.963.378.900;0.24946773867871175;0.19623193686230614;0.24946773867871175;0.03227000099086274;-0.2;0.06892944467557945;GOOD;19.8;12.32;5.63;1.76;3.06;14.14;1.94;3.33;25.32
OR;FMCG;300;50;13/3/2018;7/1/2019;9.484.467.506.408.690;865.072.250.366.211;0.3024510833767157;0.30507133901805256;0.3024510833767157;-0.05075374870724329;1.68;-0.08790635870524278;BAD;20.5;0.0;-0.19;5.16;0.97;-13.6;12.83;-1.99;-2.52
F;AUTO;4;1000;25/7/2016;29/7/2016;11.006.796.836.853.000;10.186.113.357.543.900;0.27020588421317415;0.2810987823859051;0.27020588421317415;-0.00013125386829930888;-0.2;-0.0745615178942219;BAD;29.7;4.88;2.05;0.26;1.3;5.45;1.24;3.68;29.02
DB;BANK;600;100;11/4/2018;2/12/2019;13.801.705.360.412.500;7.190.000.057.220.450;0.30920144758880486;0.38758020731277804;0.30920144758880486;-0.2316680380459822;1.68;-0.4790498804703134;BAD;30.0;0.0;-0.85;0.64;0.34;-2.93;0.76;-0.07;-1.63
JPM;BANK;80;15000;8/6/2017;28/8/2017;762.872.314.453.125;8.271.157.836.914.060;0.19558406702598877;0.17118082213667324;0.19558406702598877;0.03332859573849586;1.96;0.08421261070974245;BAD;27.9;12.14;6.76;2.69;1.12;22.11;1.04;0.97;9.62
FB;TECH;2;15000;21/9/2018;24/9/2018;16.292.999.267.578.100;16.541.000.366.210.900;0.34595620019592993;0.3462794790714783;0.34595620019592993;0.00165270535681106;1.68;0.015221328778079338;BAD;31.6;24.81;6.63;9.3;5.88;37.57;9.0;21.89;25.02
MSFT;TECH;360;1000;27/1/2017;22/1/2018;6.167.348.098.754.880;8.780.877.685.546.870;0.2136155698813936;0.15018205573914128;0.2136155698813936;0.21524786583202113;1.96;0.42376878115889616;BAD;14.7;27.58;2.12;4.89;6.57;23.81;2.05;11.1;31.54
COST;RETAIL;210;1500;7/8/2014;5/3/2015;10.008.662.414.550.700;13.335.806.274.414.000;0.14297946027705266;0.1506751206083175;0.14297946027705266;0.09632425856021974;-0.15;0.33242642443671766;GOOD;22.3;22.08;4.66;0.4;3.6;1.83;1.22;6.35;17.27
PEP;FMCG;5;200;29/3/2016;4/4/2016;8.811.849.212.646.480;9.024.821.472.167.960;0.15023644643379339;0.15064657444503496;0.15023644643379339;0.0010877195604413823;-0.2;0.02416884973653809;GOOD;17.6;25.45;3.5;2.1;11.47;8.23;1.42;7.33;38.74
SC;BANK;90;50000;11/5/2018;9/8/2018;17.387.317.657.470.700;1.886.116.600.036.620;0.29039666753351556;0.2903329289007758;0.29039666753351556;0.0028330644795503948;1.68;0.08476571095842655;BAD;26.9;4.16;3.57;0.75;0.8;17.83;0.88;3.23;20.6
PG;FMCG;360;1500;29/12/2014;24/12/2015;772.164.306.640.625;686.822.738.647.461;0.11757922909894662;0.16282908361925807;0.11757922909894662;0.07619376988346986;-0.15;-0.11052254974650506;BAD;25.1;22.99;3.3;3.15;3.16;13.32;0.97;6.61;13.68
BBY;RETAIL;2;300;11/1/2016;13/1/2016;2.533.241.081.237.790;25.186.084.747.314.400;0.335512140761108;0.33644872440521706;0.335512140761108;0.001437251773732825;-0.2;-0.005776239227573977;BAD;12.0;9.3;2.58;0.21;1.77;2.27;1.43;6.41;19.38
SC;BANK;600;5000;24/11/2017;17/7/2019;15.054.296.493.530.200;23.621.883.392.333.900;0.2759034796081605;0.25313556846989416;0.2759034796081605;0.018887096530335965;1.96;0.5691124060487126;BAD;26.9;7.49;1.86;0.71;0.85;9.41;0.9;1.71;12.02
PG;FMCG;4;2000;3/4/2017;7/4/2017;8.036.414.337.158.200;7.996.087.646.484.370;0.1338028059967504;0.13360029332087692;0.1338028059967504;0.0008465974431496651;1.96;-0.005017995461902509;BAD;25.1;14.74;5.46;3.43;3.77;22.76;0.89;12.06;26.31
WMT;RETAIL;15;20000;8/5/2015;22/5/2015;6.900.118.255.615.230;6.665.515.899.658.200;0.15346705632838167;0.15867519720796353;0.15346705632838167;0.003987666722585168;-0.5;-0.033999758738354174;BAD;27.3;13.71;4.97;0.46;2.75;3.32;0.89;7.9;19.36
BBY;RETAIL;720;300;16/8/2018;5/8/2020;7.186.705.017.089.840;10.083.241.271.972.600;0.3127689609690187;0.5232585147330329;0.3127689609690187;0.517410638543817;1.68;0.40304092737838915;BAD;12.0;19.51;3.59;0.48;6.07;2.44;1.21;8.13;29.37
AMZN;TECH;270;100;27/6/2018;25/3/2019;1.660.510.009.765.620;1.774.260.009.765.620;0.2632146811083431;0.3681095811841573;0.2632146811083431;0.24321283665513532;1.68;0.06850304986481558;BAD;27.4;134.8;12.61;4.05;23.65;3.02;1.07;4.95;21.12
SC;BANK;100;5000;8/6/2015;16/9/2015;21.921.733.856.201.100;19.843.719.482.421.800;0.2926019099605406;0.30124079067105036;0.2926019099605406;0.0031478494217226606;-0.5;-0.09479242779838205;BAD;26.9;8.19;2.83;1.35;1.95;15.36;0.96;2.81;25.3
BAC;BANK;480;1500;26/9/2016;19/1/2018;1.383.875.560.760.490;29.659.076.690.673.800;0.3195673819397324;0.207358510138835;0.3195673819397324;0.24868231138079727;-0.2;11.431.895.707.714.400;GOOD;26.3;11.39;1.26;1.71;0.54;15.7;0.92;0.67;5.54
HMC;AUTO;600;3000;13/12/2013;5/8/2015;4.015.808.868.408.200;350.099.983.215.332;0.22579221291092022;0.22892164664965975;0.22579221291092022;-0.015074892867939421;1.41;-0.12819560221224974;BAD;28.5;12.98;2.69;0.53;1.05;4.1;1.27;3.16;8.21
PEP;FMCG;210;15000;17/6/2015;13/1/2016;7.999.021.911.621.090;8.329.000.091.552.730;0.1344343143771502;0.1526657187841165;0.1344343143771502;0.04568422153853806;-0.5;0.04125231604282063;GOOD;17.6;18.33;4.33;1.84;7.1;9.97;1.07;8.9;35.6
GOOG;TECH;480;1500;22/1/2018;17/5/2019;115.581.005.859.375;1.162.300.048.828.120;0.15594091494185286;0.2671653839108789;0.15594091494185286;0.25167574610397503;1.68;0.0056151010160538275;BAD;22.8;58.26;17.96;7.08;4.77;11.42;5.14;6.86;8.4
AMZN;TECH;1;5000;26/2/2016;26/2/2016;55.522.998.046.875;55.522.998.046.875;0.35277686641384626;0.35277686641384626;0.35277686641384626;0.0009007882839079086;-0.2;0.0;BAD;27.4;545.07;1.24;3.0;23.79;0.56;1.05;1.07;4.92
COST;RETAIL;100;25000;2/8/2018;9/11/2018;21.055.873.107.910.100;22.748.635.864.257.800;0.18956541295366375;0.18997113367815835;0.18956541295366375;0.04586869455248559;1.68;0.08039385247395552;BAD;22.3;31.36;7.1;0.69;7.45;2.21;1.02;7.91;25.61
COST;RETAIL;7;3000;26/7/2016;2/8/2016;14.986.782.836.914.000;1.489.108.123.779.290;0.19666275710713713;0.19697626957370773;0.19666275710713713;0.0032108086186739917;-0.2;-0.006385733360022432;BAD;22.3;25.12;5.3;0.5;4.97;1.98;0.97;6.94;20.83
AMZN;TECH;1;400;2/2/2015;3/2/2015;3.644.700.012.207.030;36.354.998.779.296.800;0.3342781281553847;0.33236769331689053;0.3342781281553847;0.0009007882839079086;-0.5;-0.0025242500745;BAD;27.4;0.0;-0.54;1.62;13.44;-0.27;1.12;-0.57;-2.29
GM;AUTO;120;300;22/10/2014;19/2/2015;24.833.213.806.152.300;30.016.071.319.580.000;0.23953717723832219;0.24493543248821253;0.23953717723832219;0.013440795449260419;-0.15;0.2087066762234254;GOOD;30.6;16.35;1.55;0.27;0.93;1.73;1.29;1.56;6.29
AAPL;TECH;5;2000;15/7/2016;20/7/2016;23.143.417.358.398.400;2.341.988.182.067.870;0.2815414179940065;0.2807841729668117;0.2815414179940065;0.003366604480389791;-0.2;0.0119457061158666;GOOD;16.5;10.47;2.14;2.28;3.82;21.7;1.31;16.01;37.89
F;AUTO;300;1500;13/3/2014;7/1/2015;10.847.053.527.832.000;1.100.576.400.756.830;0.23299674252172137;0.21715417606586127;0.23299674252172137;-0.009844040122448165;-0.15;0.014631667422779753;GOOD;29.7;7.01;1.59;0.31;1.64;7.7;6.09;5.62;48.9
GOOG;TECH;50;50000;21/8/2015;9/10/2015;61.247.998.046.875;6.436.099.853.515.620;0.25748013117612206;0.2797983686892706;0.25748013117612206;0.026216223552497395;-0.5;0.050826159018271484;GOOD;22.8;24.67;21.1;5.55;3.19;20.48;4.85;10.82;13.48
MSFT;TECH;210;400;18/1/2018;16/8/2018;863.614.501.953.125;10.450.823.974.609.300;0.14945146509106988;0.2230720295906462;0.14945146509106988;0.125561255068679;1.68;0.2101260401457017;BAD;14.7;56.34;1.46;6.26;8.09;13.52;2.89;5.64;17.0
PG;FMCG;180;3000;5/8/2016;1/2/2017;7.568.052.673.339.840;7.825.823.974.609.370;0.15990478811620712;0.13847907500982698;0.15990478811620712;0.03809688494173493;-0.2;0.03406045285302892;GOOD;25.1;20.08;3.69;3.24;3.41;15.7;1.1;7.99;16.87
TSLA;AUTO;60;5000;17/7/2015;15/9/2015;5.493.199.920.654.290;507.140.007.019.043;0.36635771979691817;0.3911563531117814;0.36635771979691817;0.08477867316690191;-0.5;-0.07678581820368673;BAD;31.1;0.0;-0.83;9.09;47.62;-14.07;1.1;-8.74;-61.08
NVDA;TECH;270;400;23/2/2017;20/11/2017;9.939.461.517.333.980;2.121.560.821.533.200;0.4370362998243151;0.41010769195464725;0.4370362998243151;0.36477159498593126;1.96;1.134.482.655.658.250;BAD;12.9;42.34;2.55;9.95;10.96;24.11;4.77;19.59;33.72
HOG;AUTO;150;15000;5/1/2017;5/6/2017;529.017.448.425.293;4.801.999.282.836.910;0.35707113861268386;0.32252608582441866;0.35707113861268386;0.01831595715431141;1.96;-0.09227960303939861;BAD;16.3;13.55;3.82;1.57;4.74;11.52;1.35;6.75;35.32
TGT;RETAIL;360;1000;1/10/2015;26/9/2016;6.736.095.428.466.790;58.779.422.760.009.700;0.20646184742630289;0.2373748241842711;0.20646184742630289;0.11255817450315657;-0.5;-0.12739622850936133;BAD;14.8;0.0;-1.39;0.6;3.11;-1.22;1.14;-2.14;-6.16
AAPL;TECH;720;3000;26/6/2015;15/6/2017;29.100.709.915.161.100;34.453.453.063.964.800;0.21667931584769845;0.18165618849771337;0.21667931584769845;0.48479104517612986;-0.5;0.18393857622060944;GOOD;16.5;13.3;2.17;3.02;5.23;22.62;1.09;19.74;41.46
TSLA;AUTO;100;500;4/1/2016;13/4/2016;4.468.199.920.654.290;5.090.599.822.998.040;0.394097990515613;0.43506301643166767;0.394097990515613;0.14129778861150316;-0.2;0.13929544635339625;GOOD;31.1;0.0;-1.38;7.56;29.11;-21.95;0.99;-12.59;-90.13
BAC;BANK;3;20000;20/7/2018;23/7/2018;28.393.634.796.142.500;28.977.903.366.088.800;0.2260980679841155;0.22682927703334602;0.2260980679841155;0.0015542644461299829;1.68;0.020577448929703954;BAD;26.3;13.76;1.93;2.74;1.01;19.49;0.91;0.87;7.47
KSS;RETAIL;10;50;11/8/2017;21/8/2017;3.337.462.615.966.790;3.225.177.001.953.120;0.40800472800905163;0.4069288566322238;0.40800472800905163;0.00018779659518246956;1.96;-0.033644006520547935;BAD;12.9;9.12;3.9;0.31;1.2;3.37;1.79;4.98;13.27
KSS;RETAIL;80;400;7/6/2017;25/8/2017;3.122.393.226.623.530;33.875.587.463.378.900;0.4335786075403573;0.4069006056139117;0.4335786075403573;0.0015023727614597564;1.96;0.08492380698669966;BAD;12.9;9.65;3.43;0.3;1.14;3.06;1.72;4.46;11.81
GM;AUTO;480;50000;11/8/2015;2/12/2016;25.130.794.525.146.400;30.640.422.821.044.900;0.23457761793342358;0.2544497753324713;0.23457761793342358;0.053763181797041676;-0.5;0.21923812597271325;GOOD;30.6;10.06;2.7;0.3;1.22;2.98;1.22;2.53;11.97
KSS;RETAIL;1;400;11/12/2017;12/12/2017;4.468.504.333.496.090;4.453.450.393.676.750;0.39814800058595373;0.3968163009201342;0.39814800058595373;1,88E+11;1.96;-0.0033688990086662737;BAD;12.9;9.66;3.77;0.31;1.22;3.18;1.61;4.78;12.75
GOOG;TECH;2;50;2/5/2016;4/5/2016;6.982.100.219.726.560;6.957.000.122.070.310;0.2994235042004837;0.29891682866809965;0.2994235042004837;0.001048648942099896;-0.2;-0.003594920849937755;BAD;22.8;31.38;23.74;7.12;4.14;21.18;5.14;11.39;14.0
DB;BANK;600;15000;4/9/2015;26/4/2017;27.224.302.291.870.100;1.811.747.932.434.080;0.30179681593916596;0.48491953003406146;0.30179681593916596;-0.2316680380459822;-0.5;-0.3345107936980567;BAD;30.0;0.0;-3.63;0.69;0.47;-8.97;0.69;-0.23;-5.4
HMC;AUTO;90;1500;20/10/2017;18/1/2018;30.229.999.542.236.300;3.586.000.061.035.150;0.14070270226485446;0.13309285506492666;0.14070270226485446;-0.002261233930190913;1.96;0.18623887374689466;BAD;28.5;8.45;3.17;0.36;0.0;4.35;1.23;3.33;8.25
TGT;RETAIL;50;50000;7/4/2014;27/5/2014;490.242.919.921.875;4.552.531.051.635.740;0.17254686094175056;0.17939816226545538;0.17254686094175056;0.01563307979210508;-0.15;-0.07137240199996514;BAD;14.8;16.91;2.96;0.45;1.92;2.65;0.92;4.22;11.66
COST;RETAIL;50;100;23/7/2018;11/9/2018;2.083.876.495.361.320;23.312.318.420.410.100;0.1921356462554764;0.18176162310350258;0.1921356462554764;0.022934347276242793;1.68;0.11869961930579671;BAD;22.3;27.69;6.82;0.6;6.65;2.16;1.02;7.82;25.65
GOOG;TECH;360;400;21/5/2018;16/5/2019;10.795.799.560.546.800;117.897.998.046.875;0.22367638342576313;0.26677417151459665;0.22367638342576313;0.18875680957798124;1.68;0.09207286950502373;BAD;22.8;43.79;23.56;6.61;4.46;14.19;4.87;8.62;10.76
OR;FMCG;6;300;20/12/2017;26/12/2017;10.525.849.342.346.100;11.191.438.674.926.700;0.29433916792810955;0.29648950973026156;0.29433916792810955;-0.0010150749741448658;1.96;0.06323378864096565;BAD;20.5;0.0;-0.17;8.56;1.19;-20.12;12.24;-2.22;-2.73
MSFT;TECH;210;200;28/8/2014;26/3/2015;3.961.915.588.378.900;3.686.933.517.456.050;0.19755765680824977;0.21331447556496919;0.19755765680824977;0.125561255068679;-0.15;-0.06940634266147143;BAD;14.7;13.96;2.63;3.55;3.37;25.42;2.5;14.14;25.67
WMT;RETAIL;10;1000;7/5/2018;17/5/2018;8.096.735.382.080.070;8.054.322.052.001.950;0.23110144766688817;0.23433775148626756;0.23110144766688817;0.0026584444817234452;1.68;-0.005238324840403624;BAD;27.3;28.02;2.99;0.5;3.16;1.77;0.73;4.37;11.3
TSLA;AUTO;120;200;13/5/2015;10/9/2015;4.863.600.158.691.400;4.969.599.914.550.780;0.3768815155902427;0.4023244827906426;0.3768815155902427;0.16955734633380382;-0.5;0.021794504564679337;GOOD;31.1;0.0;-0.64;6.7;28.88;-11.34;1.33;-7.11;-43.75
HOG;AUTO;420;100;9/1/2015;4/3/2016;5.454.207.992.553.710;4.063.253.402.709.960;0.23130693470843972;0.31262603940958256;0.23130693470843972;0.051284680032071955;-0.5;-0.2550241193116825;BAD;16.3;14.34;3.87;1.95;4.04;13.55;1.65;8.58;26.54
GM;AUTO;180;2000;16/1/2015;15/7/2015;26.951.251.983.642.500;2.561.988.067.626.950;0.24452053725993195;0.2326476795635858;0.24452053725993195;0.02016119317389063;-0.5;-0.0493992378603076;BAD;30.6;17.04;1.64;0.3;1.24;1.8;1.27;1.59;6.8
JPM;BANK;150;4000;23/1/2017;22/6/2017;7.474.420.928.955.070;781.461.410.522.461;0.23621313278727957;0.19604013838548418;0.23621313278727957;0.062491117009679735;1.96;0.045514318701487706;BAD;27.9;12.38;6.19;2.67;1.07;21.46;1.01;0.92;9.03
TSLA;AUTO;240;3000;4/10/2017;1/6/2018;7.100.199.890.136.710;5.836.399.841.308.590;0.3474400380709369;0.4013737700499771;0.3474400380709369;0.33911469266760763;1.96;-0.17799499568790164;BAD;31.1;0.0;-1.71;5.08;9.92;-13.07;1.09;-5.52;-24.11
